model,n_features,features,param,smote,feature_selection_method,fs_estimator,f2_mean,f2_std,precision_mean,recall_mean,training_time
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=5,0.2,forward,RandomForest,0.29949216910691306,0.09035271893424122,0.8151515151515151,0.2684210526315789,0.08125638961791992
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=7,0.2,forward,RandomForest,0.35238024938157364,0.033227332982486556,0.6556818181818181,0.32105263157894737,0.0838320255279541
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=9,0.2,forward,RandomForest,0.4900449437633121,0.11964530927874015,0.54403242147923,0.4894736842105263,0.08768558502197266
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=None,0.2,forward,RandomForest,0.5806959432987855,0.07522630089251475,0.5313709546267686,0.5947368421052632,0.08451676368713379
RandomForest,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,n_estimators=50,0.2,forward,RandomForest,0.6005619702156739,0.0551021327225749,0.9894736842105264,0.5473684210526315,0.7730832099914551
RandomForest,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,n_estimators=100,0.2,forward,RandomForest,0.6001781138104081,0.06977195431074808,0.9888888888888889,0.5473684210526317,1.077237606048584
KNN,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,k=3,0.3,forward,RandomForest,0.8502030101317729,0.0267773371198466,0.556121993948081,0.982456140350877,0.1261584758758545
KNN,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,k=5,0.3,forward,RandomForest,0.8284058502761301,0.02574186408398095,0.5186347183305148,0.9754385964912281,0.14818429946899414
KNN,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,k=7,0.3,forward,RandomForest,0.8268320052539007,0.024679000980611814,0.5233357202297364,0.968421052631579,0.12782049179077148
KNN,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,k=9,0.3,forward,RandomForest,0.8090864691789624,0.021704364882522448,0.503826394191688,0.9543859649122807,0.125563383102417
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=3,0.3,forward,RandomForest,0.13599690048654142,0.050620952385278174,1.0,0.11228070175438595,0.08696675300598145
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=5,0.3,forward,RandomForest,0.3200373650739504,0.09607481130428469,0.7865367965367965,0.28421052631578947,0.08428549766540527
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=7,0.3,forward,RandomForest,0.5257638826225008,0.16355571785104808,0.6079436197083257,0.5228070175438597,0.08066082000732422
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=9,0.3,forward,RandomForest,0.7155256235650347,0.024633142144201516,0.6226521821871872,0.743859649122807,0.08805680274963379
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=None,0.3,forward,RandomForest,0.7743268093226041,0.020309531203867887,0.6904527044687477,0.8,0.08710527420043945
RandomForest,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,n_estimators=50,0.3,forward,RandomForest,0.7821034524282988,0.0315827274692419,0.986031746031746,0.7438596491228069,0.6159861087799072
RandomForest,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,n_estimators=100,0.3,forward,RandomForest,0.7976706124256966,0.026056324299508295,0.9864646464646466,0.7614035087719297,1.0741865634918213
KNN,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,k=3,0.4,forward,RandomForest,0.8724127274730318,0.015078217828179676,0.5864407341119101,0.9947368421052631,0.13614392280578613
KNN,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,k=5,0.4,forward,RandomForest,0.8588855129911621,0.014519527507031392,0.5597627817964285,0.9921052631578947,0.15433788299560547
KNN,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,k=7,0.4,forward,RandomForest,0.8557908722639436,0.016171153261545296,0.5531587039408841,0.9921052631578947,0.14019560813903809
KNN,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,k=9,0.4,forward,RandomForest,0.8442975562877724,0.012826842462197816,0.5330478378510521,0.9894736842105264,0.13910603523254395
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=3,0.4,forward,RandomForest,0.28389772601907043,0.23064977359383526,0.9068965517241379,0.2763157894736842,0.08124327659606934
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=5,0.4,forward,RandomForest,0.5431725183604248,0.225191653128938,0.727643340544952,0.5473684210526316,0.08527541160583496
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=7,0.4,forward,RandomForest,0.8011358332917888,0.058280101142425066,0.6859627879597927,0.8368421052631578,0.08672094345092773
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=9,0.4,forward,RandomForest,0.7795085165937773,0.06205650410089021,0.7183283917501726,0.7973684210526315,0.09139084815979004
DecisionTree,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,max_depth=None,0.4,forward,RandomForest,0.8164889933224583,0.0461948180588805,0.7730428579141202,0.8289473684210525,0.09831953048706055
RandomForest,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,n_estimators=50,0.4,forward,RandomForest,0.8544351138973514,0.024444000625146532,0.9753086555039303,0.8289473684210525,0.6281826496124268
RandomForest,29,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS;période_jour_Matin,n_estimators=100,0.4,forward,RandomForest,0.8543303238713381,0.03016557283354642,0.9754748127890567,0.8289473684210525,1.114877700805664
KNN,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,k=3,0.1,forward,RandomForest,0.5331015633850684,0.10301314618012114,0.4169403393541325,0.5789473684210527,0.12497806549072266
KNN,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,k=5,0.1,forward,RandomForest,0.4235218120913403,0.11085594625683581,0.44410491469314994,0.42105263157894735,0.12720870971679688
KNN,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,k=7,0.1,forward,RandomForest,0.31593267036893535,0.07267818751468799,0.44715284715284714,0.29473684210526313,0.12950849533081055
KNN,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,k=9,0.1,forward,RandomForest,0.21242712215599008,0.0425235848246496,0.4316233766233766,0.18947368421052632,0.11781787872314453
DecisionTree,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,max_depth=3,0.1,forward,RandomForest,0.038628038628038625,0.051366313309343575,0.4,0.031578947368421054,0.07857060432434082
DecisionTree,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,max_depth=5,0.1,forward,RandomForest,0.08609337113618573,0.060712599925551135,0.3833333333333333,0.07368421052631578,0.08294415473937988
DecisionTree,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,max_depth=7,0.1,forward,RandomForest,0.10811381791773948,0.07875940386806968,0.28555555555555556,0.09473684210526315,0.08440184593200684
DecisionTree,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,max_depth=9,0.1,forward,RandomForest,0.22668125920941895,0.11891757555798804,0.2956776556776557,0.22105263157894733,0.08169865608215332
DecisionTree,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,max_depth=None,0.1,forward,RandomForest,0.2910223367697594,0.1141792339800927,0.2854037267080745,0.2947368421052632,0.08190393447875977
RandomForest,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,n_estimators=50,0.1,forward,RandomForest,0.15224374781336808,0.06285028793928664,1.0,0.12631578947368421,0.595374345779419
RandomForest,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,n_estimators=100,0.1,forward,RandomForest,0.16489776046738072,0.048795947404968336,1.0,0.13684210526315788,1.0484330654144287
KNN,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,k=3,0.2,forward,RandomForest,0.8004818488124089,0.035094503565876504,0.5065222852265105,0.9368421052631579,0.12121343612670898
KNN,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,k=5,0.2,forward,RandomForest,0.7889071022777362,0.04743120186771071,0.5145480810269543,0.9105263157894736,0.14162182807922363
KNN,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,k=7,0.2,forward,RandomForest,0.7328579034965115,0.053651744901126,0.49727487789987795,0.8315789473684211,0.13457608222961426
KNN,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,k=9,0.2,forward,RandomForest,0.711625946721571,0.05436857325486919,0.503623452570821,0.7947368421052632,0.12589645385742188
DecisionTree,28,montant;score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage;categorie_commerce_électronique;device_utilise_Android;device_utilise_Web;device_utilise_iOS,max_depth=3,0.2,forward,RandomForest,0.07709600253624231,0.05527654297285534,1.0,0.06315789473684211,0.08114790916442871
